小明,男,高,胖,黑,甜食,9号,32,2003,红烧狮子头,火,小明,男,高,胖,黑,甜食,9号,32,2003,红烧狮子头,火,小明,男,高,胖,黑,甜食,9号,32,2003,黑,红
小明,男,高,胖,黑,甜食,9号,32,2003,红烧狮子头,火,小明,男,高,胖,黑,辣椒,10号,16,2010,白菜汤,冰,小红,女,矮,瘦,白,辣椒,10号,16,2010,白,e
小明,男,高,胖,黑,甜食,9号,32,2010,白菜汤,冰,小红,女,矮,瘦,白,甜食,9号,32,2003,红烧狮子头,火,小明,男,矮,瘦,白,辣椒,10号,16,2010,白,青
小明,男,高,胖,黑,甜食,9号,32,2010,白菜汤,冰,小红,女,矮,瘦,白,辣椒,10号,16,2010,白菜汤,冰,小红,女,高,胖,黑,甜食,9号,32,2003,黑,m
小明,男,高,胖,白,辣椒,10号,16,2003,红烧狮子头,火,小明,女,矮,瘦,白,甜食,9号,32,2003,白菜汤,冰,小红,女,高,胖,黑,甜食,10号,16,2010,白,紫
小明,男,高,胖,白,辣椒,10号,16,2003,红烧狮子头,火,小明,女,矮,瘦,白,辣椒,10号,16,2010,红烧狮子头,火,小明,男,矮,瘦,白,辣椒,9号,32,2003,黑,i
小明,男,高,胖,白,辣椒,10号,16,2010,白菜汤,冰,小红,男,高,胖,黑,甜食,9号,32,2003,白菜汤,冰,小红,女,矮,瘦,白,辣椒,9号,32,2003,黑,a
小明,男,高,胖,白,辣椒,10号,16,2010,白菜汤,冰,小红,男,高,胖,黑,辣椒,10号,16,2010,红烧狮子头,火,小明,男,高,胖,黑,甜食,10号,16,2010,白,q
小明,男,矮,瘦,黑,甜食,10号,16,2003,红烧狮子头,冰,小红,男,高,瘦,白,甜食,9号,16,2010,红烧狮子头,火,小红,女,高,胖,白,辣椒,9号,32,2010,白,黑
小明,男,矮,瘦,黑,甜食,10号,16,2003,红烧狮子头,冰,小红,男,高,瘦,白,辣椒,10号,32,2003,白菜汤,冰,小明,男,矮,瘦,黑,甜食,10号,16,2003,黑,g
小明,男,矮,瘦,黑,甜食,10号,16,2010,白菜汤,火,小明,女,矮,胖,黑,甜食,9号,16,2010,红烧狮子头,火,小红,女,矮,瘦,黑,甜食,10号,16,2003,黑,紫
小明,男,矮,瘦,黑,甜食,10号,16,2010,白菜汤,火,小明,女,矮,胖,黑,辣椒,10号,32,2003,白菜汤,冰,小明,男,高,胖,白,辣椒,9号,32,2010,白,o
小明,男,矮,瘦,白,辣椒,9号,32,2003,红烧狮子头,冰,小红,女,矮,胖,黑,甜食,9号,16,2010,白菜汤,冰,小明,男,高,胖,白,辣椒,10号,16,2003,黑,黄
小明,男,矮,瘦,白,辣椒,9号,32,2003,红烧狮子头,冰,小红,女,矮,胖,黑,辣椒,10号,32,2003,红烧狮子头,火,小红,女,矮,瘦,黑,甜食,9号,32,2010,白,k
小明,男,矮,瘦,白,辣椒,9号,32,2010,白菜汤,火,小明,男,高,瘦,白,甜食,9号,16,2010,白菜汤,冰,小明,男,矮,瘦,黑,甜食,9号,32,2010,白,c
小明,男,矮,瘦,白,辣椒,9号,32,2010,白菜汤,火,小明,男,高,瘦,白,辣椒,10号,32,2003,红烧狮子头,火,小红,女,高,胖,白,辣椒,10号,16,2003,黑,s
小明,女,高,瘦,黑,辣椒,9号,16,2003,白菜汤,火,小红,男,矮,胖,白,甜食,10号,32,2010,红烧狮子头,冰,小明,女,高,瘦,黑,辣椒,9号,16,2003,白,白
小明,女,高,瘦,黑,辣椒,9号,16,2003,白菜汤,火,小红,男,矮,胖,白,辣椒,9号,16,2003,白菜汤,火,小红,男,矮,胖,白,甜食,10号,32,2010,黑,f
小明,女,高,瘦,黑,辣椒,9号,16,2010,红烧狮子头,冰,小明,女,高,瘦,黑,甜食,10号,32,2010,红烧狮子头,冰,小明,女,矮,胖,白,甜食,10号,32,2010,黑,蓝
小明,女,高,瘦,黑,辣椒,9号,16,2010,红烧狮子头,冰,小明,女,高,瘦,黑,辣椒,9号,16,2003,白菜汤,火,小红,男,高,瘦,黑,辣椒,9号,16,2003,白,n
小明,女,高,瘦,白,甜食,10号,32,2003,白菜汤,火,小红,女,高,瘦,黑,甜食,10号,32,2010,白菜汤,火,小红,男,高,瘦,黑,辣椒,10号,32,2010,黑,赤
小明,女,高,瘦,白,甜食,10号,32,2003,白菜汤,火,小红,女,高,瘦,黑,辣椒,9号,16,2003,红烧狮子头,冰,小明,女,矮,胖,白,甜食,9号,16,2003,白,j
小明,女,高,瘦,白,甜食,10号,32,2010,红烧狮子头,冰,小明,男,矮,胖,白,甜食,10号,32,2010,白菜汤,火,小红,男,矮,胖,白,甜食,9号,16,2003,白,b
小明,女,高,瘦,白,甜食,10号,32,2010,红烧狮子头,冰,小明,男,矮,胖,白,辣椒,9号,16,2003,红烧狮子头,冰,小明,女,高,瘦,黑,辣椒,10号,32,2010,黑,r
小明,女,矮,胖,黑,辣椒,10号,32,2003,白菜汤,冰,小明,男,矮,瘦,黑,甜食,10号,16,2003,红烧狮子头,冰,小红,男,高,瘦,白,甜食,9号,16,2010,黑,橙
小明,女,矮,胖,黑,辣椒,10号,32,2003,白菜汤,冰,小明,男,矮,瘦,黑,辣椒,9号,32,2010,白菜汤,火,小明,女,矮,胖,黑,辣椒,10号,32,2003,白,h
小明,女,矮,胖,黑,辣椒,10号,32,2010,红烧狮子头,火,小红,女,高,胖,白,甜食,10号,16,2003,红烧狮子头,冰,小红,男,矮,胖,黑,辣椒,10号,32,2003,白,淀
小明,女,矮,胖,黑,辣椒,10号,32,2010,红烧狮子头,火,小红,女,高,胖,白,辣椒,9号,32,2010,白菜汤,火,小明,女,高,瘦,白,甜食,9号,16,2010,黑,p
小明,女,矮,胖,白,甜食,9号,16,2003,白菜汤,冰,小明,女,高,胖,白,甜食,10号,16,2003,白菜汤,火,小明,女,高,瘦,白,甜食,10号,32,2003,白,绿
小明,女,矮,胖,白,甜食,9号,16,2003,白菜汤,冰,小明,女,高,胖,白,辣椒,9号,32,2010,红烧狮子头,冰,小红,男,矮,胖,黑,辣椒,9号,16,2010,黑,l
小明,女,矮,胖,白,甜食,9号,16,2010,红烧狮子头,火,小红,男,矮,瘦,黑,甜食,10号,16,2003,白菜汤,火,小明,女,矮,胖,黑,辣椒,9号,16,2010,黑,d
小明,女,矮,胖,白,甜食,9号,16,2010,红烧狮子头,火,小红,男,矮,瘦,黑,辣椒,9号,32,2010,红烧狮子头,冰,小红,男,高,瘦,白,甜食,10号,32,2003,白,t
小红,男,高,瘦,黑,辣椒,10号,32,2003,白菜汤,冰,小明,女,高,胖,白,甜食,10号,16,2003,白菜汤,火,小明,女,矮,胖,黑,辣椒,9号,16,2010,黑,t
小红,男,高,瘦,黑,辣椒,10号,32,2003,白菜汤,冰,小明,女,高,胖,白,辣椒,9号,32,2010,红烧狮子头,冰,小红,男,高,瘦,白,甜食,10号,32,2003,白,d
小红,男,高,瘦,黑,辣椒,10号,32,2010,红烧狮子头,火,小红,男,矮,瘦,黑,甜食,10号,16,2003,白菜汤,火,小明,女,高,瘦,白,甜食,10号,32,2003,白,l
小红,男,高,瘦,黑,辣椒,10号,32,2010,红烧狮子头,火,小红,男,矮,瘦,黑,辣椒,9号,32,2010,红烧狮子头,冰,小红,男,矮,胖,黑,辣椒,9号,16,2010,黑,绿
小红,男,高,瘦,白,甜食,9号,16,2003,白菜汤,冰,小明,男,矮,瘦,黑,甜食,10号,16,2003,红烧狮子头,冰,小红,男,矮,胖,黑,辣椒,10号,32,2003,白,p
